"specname","latitude","longitude","carp_color","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","t_texture","drainage","awc_class","t_gravel","t_sand","t_silt","t_clay","t_usda_tex_class","t_ref_bulk_density","t_bulk_density","t_oc","t_ph_h2o","t_cec_clay","t_cec_soil","t_bs","t_teb","t_caco3","t_caso4","t_esp","t_ece","s_gravel","s_sand","s_silt","s_clay","s_usda_tex_class","s_ref_bulk_density","s_bulk_density","s_oc","s_ph_h2o","s_cec_clay","s_cec_soil","s_bs","s_teb","s_caco3","s_esp","s_ece","FOR_2000","GRS_2000","NVG_2000","sq1","sq2","sq3","sq4","sq5","sq6","sq7","URB_2000","WAT_2000"
"14179","Amanita regalis (Fr.) Michael",50.63675,10.86,"brown",62,84,32,6426,203,-54,257,144,16,144,-21,795,85,48,14,239,169,239,181,2,4,3,10,42,38,20,9,1.41,1.3,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,1.36,0.5,5.2,35,9,33,2.6,0,2,0.1,95.2277908325195,3.69944167137146,0,3,2,2,1,1,1,2,0.974199950695038,0
"14181","Amanita regalis (Fr.) Michael",50.68865,10.92075,"brown",70,85,32,6478,212,-47,259,152,-4,152,-14,674,78,38,19,216,135,216,139,1,5,5,10,75,15,10,11,1.58,1.49,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,1.5,0.27,5,31,5,36,1.4,0,5,0.1,48.416072845459,18.8544921875,0,2,2,2,2,1,1,2,11.4401998519897,0
"548","Amanita rhacopus Y. Lamoureux nom. prov.",35.8725,-78.761,"brown",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"908","Amanita rhacopus Y. Lamoureux nom. prov.",41.3264,-75.90695,"brown",83,113,31,8912,269,-95,364,174,-25,194,-36,1024,105,61,17,309,196,304,196,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,37.7099685668945,3.68703699111938,0,1,1,1,2,1,1,1,54.2805023193359,0
"1256","Amanita rhacopus Y. Lamoureux nom. prov.",43.5006,-70.3862,"brown",82,114,29,9165,273,-108,381,39,190,198,-40,1145,130,79,15,343,241,245,289,2,4,1,24,49,38,13,9,1.49,0.96,3.62,5,65,16,10,4.4,0,0,0,0.1,18,56,32,12,11,1.51,1.29,0.96,5.4,59,12,13,0.8,0,0,0.1,37.5529518127441,11.0606021881104,0,2,2,1,2,1,1,1,4.22090005874634,41.8218002319336
"1412","Amanita rhacopus Y. Lamoureux nom. prov.",41.0752,-75.5739,"brown",72,113,31,8809,256,-107,363,162,-34,182,-45,1214,122,78,13,348,250,334,254,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,88.4684600830078,8.63986206054688,0,1,1,1,1,1,1,1,1.61429989337921,0
"1610","Amanita rhacopus Y. Lamoureux nom. prov.",41.08175,-75.89205,"brown",80,111,30,8773,263,-96,359,169,-25,189,-37,1129,112,70,15,333,222,326,226,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,87.6449127197266,8.62098693847656,0,2,2,1,1,1,1,1,3.7230281829834,0
"2660","Amanita rhacopus Y. Lamoureux nom. prov.",35.8725,-78.761,"brown",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"3500","Amanita rhacopus Y. Lamoureux nom. prov.",41.77905,-78.81075,"brown",66,122,32,8803,255,-115,370,174,-42,174,-53,1155,126,67,16,342,226,342,235,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.7602081298828,8.76472187042236,0,2,2,1,1,1,1,1,0.18249998986721,0
"4301","Amanita rhacopus Y. Lamoureux nom. prov.",42.78625,-80.198,"brown",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"4974","Amanita rhacopus Y. Lamoureux nom. prov.",41.2828,-79.32435,"brown",80,125,33,8897,271,-104,375,170,-40,190,-40,1134,122,66,17,344,224,342,224,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,90.6985473632812,8.92135238647461,0,3,2,1,1,1,1,1,0.354860633611679,0
"5010","Amanita rhacopus Y. Lamoureux nom. prov.",43.7851,-69.72945,"brown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,24,49,38,13,9,1.49,0.96,3.62,5,65,16,10,4.4,0,0,0,0.1,18,56,32,12,11,1.51,1.29,0.96,5.4,59,12,13,0.8,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"5011","Amanita rhacopus Y. Lamoureux nom. prov.",43.7851,-69.72945,"brown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,24,49,38,13,9,1.49,0.96,3.62,5,65,16,10,4.4,0,0,0,0.1,18,56,32,12,11,1.51,1.29,0.96,5.4,59,12,13,0.8,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"5062","Amanita rhacopus Y. Lamoureux nom. prov.",41.23335,-75.81305,"brown",79,112,30,8857,263,-99,362,169,-28,189,-39,1074,108,65,16,320,209,314,210,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.7522354125977,8.8282642364502,0,2,1,1,2,1,1,1,1.38940024375916,0
"5181","Amanita rhacopus Y. Lamoureux nom. prov.",41.23335,-75.81305,"brown",79,112,30,8857,263,-99,362,169,-28,189,-39,1074,108,65,16,320,209,314,210,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.7522354125977,8.8282642364502,0,2,1,1,2,1,1,1,1.38940024375916,0
"5182","Amanita rhacopus Y. Lamoureux nom. prov.",41.23335,-75.81305,"brown",79,112,30,8857,263,-99,362,169,-28,189,-39,1074,108,65,16,320,209,314,210,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.7522354125977,8.8282642364502,0,2,1,1,2,1,1,1,1.38940024375916,0
"5443","Amanita rhacopus Y. Lamoureux nom. prov.",41.23335,-75.81305,"brown",79,112,30,8857,263,-99,362,169,-28,189,-39,1074,108,65,16,320,209,314,210,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.7522354125977,8.8282642364502,0,2,1,1,2,1,1,1,1.38940024375916,0
"5444","Amanita rhacopus Y. Lamoureux nom. prov.",41.23335,-75.81305,"brown",79,112,30,8857,263,-99,362,169,-28,189,-39,1074,108,65,16,320,209,314,210,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.7522354125977,8.8282642364502,0,2,1,1,2,1,1,1,1.38940024375916,0
"5490","Amanita rhacopus Y. Lamoureux nom. prov.",41.08445,-75.59165,"brown",74,114,31,8839,258,-106,364,164,-32,184,-44,1175,117,75,13,339,240,328,243,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.3615036010742,8.88819599151611,0,1,1,1,2,1,1,1,0.741978228092194,0
"5556","Amanita rhacopus Y. Lamoureux nom. prov.",42.78625,-80.198,"brown",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"6234","Amanita rhacopus Y. Lamoureux nom. prov.",41.3104,-76.3536,"brown",74,111,30,8818,258,-102,360,164,-44,183,-44,1003,110,58,20,315,183,303,183,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.5231094360352,8.90409088134766,0,2,2,1,1,1,1,1,0.52170330286026,0
"6525","Amanita rhacopus Y. Lamoureux nom. prov.",40.307,-74.86385,"brown",112,115,32,8688,297,-62,359,215,-2,223,-2,1158,123,74,13,335,251,329,251,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,59.3679847717285,5.84270811080933,0,2,2,1,1,1,1,1,31.1079006195068,0
"6653","Amanita rhacopus Y. Lamoureux nom. prov.",44.60155,-63.65545,"brown",61,88,27,8148,222,-98,320,-14,163,163,-43,1445,159,94,17,458,298,302,427,1,6,3,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,2,0.1,21.9786548614502,9.79496669769287,0,3,2,1,1,1,1,1,60.2420997619629,6.69929981231689
"6684","Amanita rhacopus Y. Lamoureux nom. prov.",38.0029,-81.1601,"brown",107,126,36,7984,277,-69,346,187,-1,206,-1,1143,131,78,15,339,247,337,247,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,84.5083694458008,9.10133838653564,0,2,2,1,1,1,1,1,2.78909993171692,0
"6763","Amanita rhacopus Y. Lamoureux nom. prov.",35.5601,-83.4984,"brown",81,112,36,7043,230,-77,307,79,133,169,-13,1890,188,131,8,507,431,479,471,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,71.3175811767578,28.681266784668,0,3,2,1,1,1,1,1,0,0
"6930","Amanita rhacopus Y. Lamoureux nom. prov.",44.872,-67.16415,"brown",62,97,28,8356,231,-108,339,-20,164,164,-51,1179,128,79,15,359,243,243,320,1,6,5,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0
"7007","Amanita rhacopus Y. Lamoureux nom. prov.",41.1911,-75.6095,"brown",72,113,31,8839,256,-108,364,162,-34,182,-46,1154,115,73,14,335,234,324,236,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.3413848876953,8.88621520996094,0,1,1,1,2,1,1,1,0.759730637073517,0
"7083","Amanita rhacopus Y. Lamoureux nom. prov.",42.78625,-80.198,"brown",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"7092","Amanita rhacopus Y. Lamoureux nom. prov.",41.93275,-75.28315,"brown",75,122,32,9089,266,-114,380,166,-36,187,-48,1094,105,69,12,306,225,303,231,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.2012634277344,8.8724365234375,0,2,2,1,1,1,1,1,0.898071825504303,0
"8110","Amanita rhacopus Y. Lamoureux nom. prov.",41.333,-75.9712,"brown",83,113,30,8891,270,-95,365,174,-24,194,-35,1015,105,60,18,308,193,302,193,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,45.8049087524414,4.50549173355103,0,2,1,1,1,1,1,1,49.5534553527832,0
"9775","Amanita rhacopus Y. Lamoureux nom. prov.",40.18215,-79.10485,"brown",77,117,32,8593,256,-101,357,163,-39,183,-39,1150,115,78,13,337,246,328,246,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,83.5465469360352,7.79914283752441,0,2,2,1,1,1,1,1,0.332699984312057,0
"169","Amanita rhopalopus Bas",35.8725,-78.761,"white",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"597","Amanita rhopalopus Bas",35.9079,-78.6687,"white",150,127,37,7572,315,-20,335,246,104,246,50,1141,115,77,13,325,248,325,276,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,54.6262245178223,7.22647953033447,0,3,2,1,1,1,1,1,25.8264999389648,0
"621","Amanita rhopalopus Bas",35.8725,-78.761,"white",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"2658","Amanita rhopalopus Bas",35.8725,-78.761,"white",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"2661","Amanita rhopalopus Bas",35.8725,-78.761,"white",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"2848","Amanita rhopalopus Bas",40.4359,-74.2693,"white",115,109,31,8582,295,-56,351,218,3,224,3,1178,120,80,11,332,264,320,264,1,4,1,4,81,9,10,12,1.59,1.43,0.55,5.5,21,4,68,3.8,0,0,3,0.1,4,68,9,23,10,1.44,1.48,0.3,5.2,14,4,40,2.5,0,3,0.1,25.8649520874023,7.41623973846436,0,3,2,1,1,1,1,1,57.2876014709473,7
"2851","Amanita rhopalopus Bas",39.0279,-76.80405,"white",126,118,33,8456,305,-48,353,233,15,233,15,1082,107,72,12,304,235,304,235,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,62.0612182617188,18.7685813903809,0,3,2,1,1,1,1,1,9.13179969787598,0
"2943","Amanita rhopalopus Bas",33.94465,-84.20215,"white",154,126,39,7243,311,-10,321,73,160,245,58,1359,151,88,16,411,281,320,378,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,68.0330657958984,7.67022848129272,0,3,2,1,1,1,1,1,22.8003005981445,0
"2980","Amanita rhopalopus Bas",39.8386,-77.53415,"white",99,111,31,8755,280,-76,356,146,-18,209,-18,1103,108,77,10,311,237,292,237,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,84.0674057006836,8.31538867950439,0,2,1,1,1,1,1,1,3.37670016288757,0
"3299","Amanita rhopalopus Bas",35.8725,-78.761,"white",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"3591","Amanita rhopalopus Bas",33.991,-83.4954,"white",161,129,39,7218,323,-3,326,81,167,252,66,1275,140,88,14,384,269,306,347,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,53.1307411193848,8.20465660095215,0,3,2,1,1,1,1,1,31.4512004852295,0
"6368","Amanita rhopalopus Bas",38.0248,-78.56945,"white",131,126,35,8105,308,-43,351,225,24,233,24,1136,116,77,13,323,238,316,238,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,29.7854671478271,10.8610286712646,0,3,2,1,1,1,1,1,50.9195976257324,0
"6492","Amanita rhopalopus Bas",38.0248,-78.56945,"white",131,126,35,8105,308,-43,351,225,24,233,24,1136,116,77,13,323,238,316,238,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,29.7854671478271,10.8610286712646,0,3,2,1,1,1,1,1,50.9195976257324,0
"7936","Amanita rhopalopus Bas",37.7203,-81.06485,"white",99,117,35,7782,260,-72,332,178,55,195,-7,1077,121,75,14,320,235,309,238,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.2282409667969,9.19099426269531,0,2,2,1,1,1,1,1,1.30444622039795,0
"8043","Amanita rhopalopus Bas",39.20105,-86.5188,"white",116,118,31,9058,300,-70,370,209,-7,228,-7,1103,121,67,18,338,222,313,222,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,54.5676498413086,5.53480625152588,0,1,1,2,1,1,1,2,25.0531005859375,0
"8289","Amanita rhopalopus Bas",39.20105,-86.5188,"white",116,118,31,9058,300,-70,370,209,-7,228,-7,1103,121,67,18,338,222,313,222,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,54.5676498413086,5.53480625152588,0,1,1,2,1,1,1,2,25.0531005859375,0
"8364","Amanita rhopalopus Bas",39.0941,-86.44765,"white",117,120,32,8959,300,-68,368,209,-4,228,-4,1100,121,68,18,336,225,310,225,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,86.6241226196289,8.5205774307251,0,1,1,1,1,1,1,1,2.84508538246155,1.98329997062683
"8472","Amanita rhopalopus Bas",39.20105,-86.5188,"white",116,118,31,9058,300,-70,370,209,-7,228,-7,1103,121,67,18,338,222,313,222,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,54.5676498413086,5.53480625152588,0,1,1,2,1,1,1,2,25.0531005859375,0
"8672","Amanita rhopalopus Bas",38.5296,-78.15065,"white",124,133,36,8258,304,-59,363,208,13,227,13,1062,103,69,13,300,214,300,214,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,58.6909523010254,26.4375152587891,0,3,2,1,1,1,1,1,1.1201000213623,0
"9760","Amanita rhopalopus Bas",39.20105,-86.5188,"white",116,118,31,9058,300,-70,370,209,-7,228,-7,1103,121,67,18,338,222,313,222,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,54.5676498413086,5.53480625152588,0,1,1,2,1,1,1,2,25.0531005859375,0
"9770","Amanita rhopalopus Bas",40.18215,-79.10485,"white",77,117,32,8593,256,-101,357,163,-39,183,-39,1150,115,78,13,337,246,328,246,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,83.5465469360352,7.79914283752441,0,2,2,1,1,1,1,1,0.332699984312057,0
"9785","Amanita rhopalopus Bas",35.79895,-85.6285,"white",141,131,38,7773,311,-33,344,139,198,238,37,1404,149,84,14,396,285,329,373,2,4,1,23,53,22,25,10,1.4,1.4,0.98,5.1,14,6,49,2.7,0,0,2,0.1,19,41,20,39,5,1.31,1.4,0.39,5,12,6,33,1.3,0,2,0.1,26.3477687835693,3.34483528137207,0,3,2,1,1,1,1,1,1.36940002441406,0
"10122","Amanita rhopalopus Bas",41.21055,-79.3799,"white",82,126,33,8926,274,-103,377,172,-39,192,-39,1128,122,65,17,343,220,343,220,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,63.3617706298828,5.57930994033813,0,3,2,1,1,1,1,1,6.51510000228882,0
"10394","Amanita rhopalopus Bas",36.08515,-86.53465,"white",145,128,36,8202,319,-32,351,143,205,248,36,1232,128,69,14,350,248,291,331,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,41.6185836791992,26.7673149108887,0,1,1,1,1,1,1,1,2.43229985237122,10.7496995925903
"12487","Amanita rhopalopus Bas",35.8131,-82.1146,"white",118,135,40,7129,279,-51,330,115,38,207,23,1360,134,98,9,370,305,358,307,2,4,4,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,60.4218559265137,27.0045909881592,0,2,2,2,1,1,1,2,0.425485730171204,0
"12762","Amanita rhopalopus Bas",37.94325,-81.2185,"white",107,125,36,7928,275,-69,344,186,-1,205,-1,1134,130,78,15,337,247,332,247,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,83.1975631713867,8.18353652954102,0,2,2,1,1,1,1,1,8.60691452026367,0
"13302","Amanita rhopalopus Bas",38.5296,-78.15065,"white",124,133,36,8258,304,-59,363,208,13,227,13,1062,103,69,13,300,214,300,214,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,58.6909523010254,26.4375152587891,0,3,2,1,1,1,1,1,1.1201000213623,0
"13435","Amanita rhopalopus Bas",37.7388,-80.33065,"white",97,130,37,7824,268,-77,345,177,-8,194,-8,1070,110,77,11,305,233,299,233,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,68.3495864868164,22.3256568908691,0,3,2,1,1,1,1,1,0.33555656671524,0
"13544","Amanita rhopalopus Bas",37.98395,-80.94585,"white",97,123,36,7886,262,-78,340,176,-10,194,-10,1159,130,80,14,343,251,338,251,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.6190719604492,8.91352844238281,0,2,2,1,1,1,1,1,0.458824723958969,0
"13575","Amanita rhopalopus Bas",37.98395,-80.94585,"white",97,123,36,7886,262,-78,340,176,-10,194,-10,1159,130,80,14,343,251,338,251,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.6190719604492,8.91352844238281,0,2,2,1,1,1,1,1,0.458824723958969,0
"6705","Amanita rhopalopus group",37.81995,-90.2429,"white",125,131,33,9035,316,-71,387,125,3,238,3,1088,115,59,18,323,213,285,213,2,4,1,4,47,32,21,9,1.41,1.42,0.82,6.2,35,11,88,8.3,0,0,1,0.1,5,40,29,31,5,1.34,1.5,0.39,6.2,33,12,87,9.6,0,1,0.1,57.6301231384277,5.84680080413818,0,1,1,1,1,1,1,1,0.306100010871887,0
